,zmean,zmax,zmin,area,slope,lat,icecap
RGI60-08.02916,1403.0118408203125,1631.0864,308.75833,10.859,"0    5.4
Name: Slope, dtype: object",60.028,0
RGI60-08.02917,1473.0887096774193,1554.0,1362.0,0.124,"0    13.8
Name: Slope, dtype: object",59.961,0
RGI60-08.02918,1355.550048828125,1631.0723,821.6435,22.597,"0    4.3
Name: Slope, dtype: object",59.995,0
RGI60-08.02919,1403.0479736328125,1489.6692,1328.5485,0.057,"0    18.1
Name: Slope, dtype: object",60.358,0
RGI60-08.02920,1346.6427001953125,1621.4949,826.40564,16.112,"0    5.4
Name: Slope, dtype: object",59.989,0
RGI60-08.02921,1467.6024691358025,1566.0,1380.0,0.096,"0    18.6
Name: Slope, dtype: object",59.929,0
RGI60-08.02922,1343.8186557231588,1598.0,920.0,7.614,"0    9.6
Name: Slope, dtype: object",59.983,0
RGI60-08.02923,1466.86279296875,1516.2245,1391.3092,0.073,"0    9.699999999999999
Name: Slope, dtype: object",60.057,0
RGI60-08.02924,1491.823974609375,1631.0374,884.11475,7.587,"0    4.7
Name: Slope, dtype: object",60.015,0
RGI60-08.02925,1500.9071044921875,1601.3955,1401.8955,0.323,"0    12.8
Name: Slope, dtype: object",60.046,0
RGI60-08.02926,1528.655023923445,1628.0,1392.0,0.6,"0    8.199999999999999
Name: Slope, dtype: object",59.933,0
RGI60-08.02927,1321.596923828125,1564.4701,1071.9825,0.158,"0    20.4
Name: Slope, dtype: object",60.175,0
RGI60-08.02928,1412.4090576171875,1631.6687,960.2779,5.413,"0    9.199999999999999
Name: Slope, dtype: object",60.218,0
RGI60-08.02929,1408.988525390625,1460.4203,1359.1396,0.073,"0    12.1
Name: Slope, dtype: object",60.203,0
RGI60-08.02930,1351.6361083984375,1631.6869,390.33752,5.838,"0    13.1
Name: Slope, dtype: object",60.2,0
RGI60-08.02931,1358.418212890625,1453.7943,1195.2091,0.794,"0    7.8
Name: Slope, dtype: object",60.125,0
RGI60-08.02932,1401.4447021484375,1494.5535,1319.9552,0.094,"0    17.5
Name: Slope, dtype: object",60.062,0
RGI60-08.02933,1345.890440386681,1435.0,1222.0,0.084,"0    20.7
Name: Slope, dtype: object",59.92,0
RGI60-08.02934,1411.9647216796875,1502.2365,1233.3226,0.166,"0    16.5
Name: Slope, dtype: object",60.247,0
RGI60-08.02935,1404.197509765625,1471.8392,1321.7185,0.068,"0    13.5
Name: Slope, dtype: object",60.142,0
RGI60-08.02936,1486.902587890625,1607.7034,1329.3875,0.192,"0    13.4
Name: Slope, dtype: object",60.383,0
RGI60-08.02937,1300.7176513671875,1421.67,1158.9681,0.205,"0    19.2
Name: Slope, dtype: object",60.246,0
RGI60-08.02938,1464.576904296875,1525.2319,1394.6282,0.083,"0    17.4
Name: Slope, dtype: object",60.218,0
RGI60-08.02939,1442.2646484375,1508.9055,1366.2616,0.056,"0    15.9
Name: Slope, dtype: object",60.177,0
RGI60-08.02940,1433.6597900390625,1631.6825,953.92487,5.566,"0    7.6
Name: Slope, dtype: object",60.202,0
RGI60-08.02941,1548.3453369140625,1611.7338,1486.6831,0.077,"0    14.6
Name: Slope, dtype: object",60.047,0
RGI60-08.02942,1392.908935546875,1553.9241,975.2634,2.857,"0    8.199999999999999
Name: Slope, dtype: object",60.148,0
RGI60-08.02943,1517.8551075268817,1565.0,1338.0,0.156,"0    6.2
Name: Slope, dtype: object",59.927,0
RGI60-08.02944,1548.59423828125,1611.4464,1493.7844,0.06,"0    10.2
Name: Slope, dtype: object",60.382,0
RGI60-08.02945,1288.8525862068966,1400.0,1066.0,0.966,"0    6.9
Name: Slope, dtype: object",59.98,0
RGI60-08.02946,1424.9046630859375,1459.5325,1393.9335,0.062,"0    8.9
Name: Slope, dtype: object",60.2,0
RGI60-08.02947,1472.9810951760105,1567.0,1318.0,0.151,"0    17.5
Name: Slope, dtype: object",59.945,0
RGI60-08.02948,1469.0383022774326,1565.0,1327.0,0.271,"0    6.8
Name: Slope, dtype: object",59.925,0
RGI60-08.02949,1376.98095703125,1430.937,1313.7643,0.087,"0    17.4
Name: Slope, dtype: object",60.061,0
RGI60-08.02950,1488.8048095703125,1576.9374,1423.2218,0.165,"0    13.4
Name: Slope, dtype: object",60.229,0
RGI60-08.02951,1473.4281005859375,1508.3817,1415.068,0.054,"0    10.2
Name: Slope, dtype: object",60.131,0
RGI60-08.02952,1432.34423828125,1495.3948,1333.0533,0.081,"0    16.3
Name: Slope, dtype: object",60.104,0
RGI60-08.02953,1480.8099828953507,1622.0,1343.0,0.825,"0    11.7
Name: Slope, dtype: object",59.938,0
RGI60-08.02954,1422.4674940898344,1504.0,1317.0,0.05,"0    28.1
Name: Slope, dtype: object",59.928,0
RGI60-08.02955,1517.6872607982505,1586.0,1390.0,0.131,"0    16.1
Name: Slope, dtype: object",59.923,0
RGI60-08.02956,1415.6051025390625,1501.6146,1248.5204,0.271,"0    10.8
Name: Slope, dtype: object",60.282,0
RGI60-08.02957,1549.19970703125,1672.3047,1451.6884,0.521,"0    12.8
Name: Slope, dtype: object",60.215,0
RGI60-08.02958,1392.7267441860465,1454.0,1348.0,0.059,"0    10
Name: Slope, dtype: object",59.916,0
RGI60-08.02959,1483.5894775390625,1544.9973,1439.2146,0.09,"0    11.1
Name: Slope, dtype: object",60.373,0
RGI60-08.02960,1358.657958984375,1614.0785,681.1818,11.28,"0    6.5
Name: Slope, dtype: object",60.005,0
RGI60-08.02961,1428.0281982421875,1621.3475,681.27686,5.289,"0    8.199999999999999
Name: Slope, dtype: object",60.028,0
RGI60-08.02962,1435.1810302734375,1645.9193,1125.367,3.533,"0    7.5
Name: Slope, dtype: object",60.067,0
RGI60-08.02963,1440.402099609375,1645.9215,963.4193,8.725,"0    6.8
Name: Slope, dtype: object",60.078,0
RGI60-08.02964,1353.623046875,1510.0071,1035.1072,1.332,"0    12.9
Name: Slope, dtype: object",60.108,0
RGI60-08.02965,1394.2908935546875,1553.8699,1035.0881,1.752,"0    11.8
Name: Slope, dtype: object",60.101,0
RGI60-08.02966,1444.4049072265625,1584.3121,1053.6794,1.869,"0    13.4
Name: Slope, dtype: object",60.086,0
RGI60-08.02967,1446.729736328125,1645.9204,477.1053,14.368,"0    7.3
Name: Slope, dtype: object",60.041,0
RGI60-08.02968,1396.156005859375,1596.6871,970.953,7.092,"0    7.5
Name: Slope, dtype: object",59.998,0
RGI60-08.02969,1380.5230712890625,1631.0023,366.10513,23.0,"0    4.5
Name: Slope, dtype: object",59.989,0
RGI60-08.02970,1302.2412109375,1553.9703,732.0393,3.098,"0    14.3
Name: Slope, dtype: object",60.154,0
RGI60-08.02971,1372.671630859375,1553.9244,976.93414,3.644,"0    9.6
Name: Slope, dtype: object",60.135,0
RGI60-08.02972,1390.3065185546875,1622.8402,836.8763,4.974,"0    9.300000000000001
Name: Slope, dtype: object",60.185,0
RGI60-08.02973,1407.6890869140625,1631.6793,653.2081,4.514,"0    9.4
Name: Slope, dtype: object",60.217,0
RGI60-08.02974,1593.4427490234375,1733.5557,1368.1832,0.146,"0    17.9
Name: Slope, dtype: object",60.92,0
RGI60-08.02975,1356.899658203125,1478.6077,1236.3202,0.149,"0    15.3
Name: Slope, dtype: object",61.005,0
RGI60-08.02976,1615.762939453125,1791.1863,1382.2621,0.102,"0    26.3
Name: Slope, dtype: object",60.96,0
RGI60-08.02977,1495.1929931640625,1600.438,1248.9978,0.373,"0    16.2
Name: Slope, dtype: object",60.877,0
RGI60-08.02978,1540.3468017578125,1594.329,1465.4515,0.153,"0    6.7
Name: Slope, dtype: object",60.881,0
RGI60-08.02979,1581.4266357421875,1804.8531,1284.2242,0.41,"0    26.5
Name: Slope, dtype: object",60.962,0
RGI60-08.02980,1280.8026123046875,1531.2892,1193.0209,0.045,"0    19.6
Name: Slope, dtype: object",60.933,0
RGI60-08.02981,1656.492919921875,1757.229,1196.695,0.647,"0    9.6
Name: Slope, dtype: object",60.928,0
RGI60-08.02982,1533.7955322265625,1636.8416,1287.8785,2.26,"0    5.2
Name: Slope, dtype: object",61.033,0
RGI60-08.02983,1587.4676513671875,1750.9198,1319.7588,1.774,"0    8.9
Name: Slope, dtype: object",60.963,0
RGI60-08.02984,1443.310791015625,1636.794,844.8527,4.307,"0    10.4
Name: Slope, dtype: object",61.041,0
RGI60-08.02985,1558.5447998046875,1636.0249,1264.1859,1.026,"0    6.7
Name: Slope, dtype: object",61.041,0
RGI60-08.02986,1616.652099609375,1710.858,1462.7494,0.286,"0    15.2
Name: Slope, dtype: object",61.087,0
RGI60-08.02987,1447.7584228515625,1598.8392,1211.2191,0.513,"0    12.3
Name: Slope, dtype: object",61.023,0
RGI60-08.02988,1514.2470703125,1636.8385,1362.4545,1.234,"0    5.8
Name: Slope, dtype: object",61.028,0
RGI60-08.02989,1660.80126953125,1804.8584,1373.4404,0.83,"0    13.7
Name: Slope, dtype: object",60.951,0
RGI60-08.02990,1449.92578125,1587.2212,1258.6923,0.176,"0    19.4
Name: Slope, dtype: object",61.056,0
RGI60-08.02991,1438.633544921875,1552.661,1295.38,0.179,"0    22.9
Name: Slope, dtype: object",61.387,0
RGI60-08.02992,1513.816650390625,1582.2423,1332.2915,0.381,"0    6.3
Name: Slope, dtype: object",61.419,0
RGI60-08.02993,1430.2796630859375,1636.9137,1143.8683,0.651,"0    13.1
Name: Slope, dtype: object",61.426,0
RGI60-08.02994,1419.38720703125,1542.0411,1212.3539,0.079,"0    27
Name: Slope, dtype: object",61.376,0
RGI60-08.02995,1431.3983154296875,1560.7273,1216.0868,0.57,"0    8.1
Name: Slope, dtype: object",61.408,0
RGI60-08.02996,1422.1961669921875,1557.7711,1133.5325,0.168,"0    21
Name: Slope, dtype: object",61.367,0
RGI60-08.02997,1415.0306396484375,1596.8241,1163.1398,0.764,"0    14
Name: Slope, dtype: object",61.427,0
RGI60-08.02998,1378.72216796875,1534.0997,1073.3232,0.307,"0    25.1
Name: Slope, dtype: object",61.358,0
RGI60-08.02999,1397.81982421875,1560.8651,1065.7996,0.533,"0    14.5
Name: Slope, dtype: object",61.413,0
RGI60-08.03000,1474.986083984375,1563.9204,1333.5114,0.041,"0    26.6
Name: Slope, dtype: object",61.372,0
RGI60-08.03001,1386.9447021484375,1548.8177,1242.9547,0.076,"0    21.6
Name: Slope, dtype: object",61.396,0
RGI60-08.03002,1424.379150390625,1587.433,1224.7461,0.086,"0    36.7
Name: Slope, dtype: object",61.372,0
RGI60-08.03003,1421.4654541015625,1548.5326,1188.3595,0.166,"0    23
Name: Slope, dtype: object",61.429,0
RGI60-08.03004,1327.1983642578125,1441.9971,1184.6069,0.067,"0    20.8
Name: Slope, dtype: object",61.431,0
RGI60-08.03005,1384.468994140625,1543.8203,1134.3002,0.717,"0    12.7
Name: Slope, dtype: object",61.424,0
RGI60-08.03006,1357.004638671875,1523.489,1132.6648,0.127,"0    28.8
Name: Slope, dtype: object",61.464,0
RGI60-08.03007,1477.110107421875,1560.7856,1341.9014,0.135,"0    9.199999999999999
Name: Slope, dtype: object",61.41,0
RGI60-08.03008,1417.2802734375,1698.406,939.18787,2.941,"0    15.7
Name: Slope, dtype: object",61.485,0
RGI60-08.03009,1475.23291015625,1582.2648,1141.4681,0.56,"0    9.6
Name: Slope, dtype: object",61.41,0
RGI60-08.03010,1389.5550537109375,1582.232,919.58466,2.007,"0    14.6
Name: Slope, dtype: object",61.414,0
RGI60-08.03011,1423.129150390625,1591.642,1164.1847,0.2,"0    24.2
Name: Slope, dtype: object",61.37,0
RGI60-08.03012,196.3606414794922,384.33707,64.40955,0.026,"0    24.7
Name: Slope, dtype: object",61.468,0
RGI60-08.03013,1465.2288818359375,1591.6049,1124.9065,0.471,"0    12.7
Name: Slope, dtype: object",61.366,0
RGI60-08.03014,1427.74560546875,1584.8822,1053.1603,0.657,"0    13.4
Name: Slope, dtype: object",61.435,0
RGI60-08.03015,1669.3721923828125,2013.2256,1418.6238,0.07,"0    34.3
Name: Slope, dtype: object",61.478,0
RGI60-08.03016,1638.16064453125,1947.5262,1441.7638,0.098,"0    28.2
Name: Slope, dtype: object",61.449,0
RGI60-08.03017,1811.695556640625,2348.973,1288.5321,1.562,"0    25.1
Name: Slope, dtype: object",61.473,0
RGI60-08.03018,1546.6490478515625,1769.7155,1259.4583,0.632,"0    14.9
Name: Slope, dtype: object",61.415,0
RGI60-08.03019,1679.071044921875,2022.2836,1338.8922,0.321,"0    31.3
Name: Slope, dtype: object",61.427,0
RGI60-08.03020,1638.58935546875,2350.6262,1167.5398,2.369,"0    16.1
Name: Slope, dtype: object",61.455,0
RGI60-08.03021,1744.15771484375,1957.1002,1237.2708,0.213,"0    21.6
Name: Slope, dtype: object",61.435,0
RGI60-08.03022,1789.90283203125,2125.7004,1460.0396,0.186,"0    34.1
Name: Slope, dtype: object",61.471,0
RGI60-08.03023,1496.173828125,1545.183,1435.6775,0.013,"0    19.4
Name: Slope, dtype: object",61.398,0
RGI60-08.03024,1736.635009765625,2043.5049,1376.8763,0.359,"0    30.8
Name: Slope, dtype: object",61.436,0
RGI60-08.03025,1531.4947509765625,1598.2411,1108.4193,0.113,"0    12.3
Name: Slope, dtype: object",61.4,0
RGI60-08.03026,1792.5123291015625,2219.7356,1546.8042,0.164,"0    24.4
Name: Slope, dtype: object",61.464,0
RGI60-08.03027,1484.0020751953125,1615.042,1083.4664,0.095,"0    24.7
Name: Slope, dtype: object",61.415,0
RGI60-08.03028,1638.8670654296875,2093.0454,1180.6785,1.218,"0    24.8
Name: Slope, dtype: object",61.447,0
RGI60-08.03029,1748.317626953125,1936.4596,1580.4657,0.107,"0    14.7
Name: Slope, dtype: object",61.441,0
RGI60-08.03030,1767.5953369140625,1937.1323,1513.345,0.058,"0    33.2
Name: Slope, dtype: object",61.472,0
RGI60-08.03031,1699.7862548828125,2093.313,1361.6069,0.821,"0    20
Name: Slope, dtype: object",61.46,0
RGI60-08.03032,1956.3958740234375,2206.4263,1723.1382,0.043,"0    33.9
Name: Slope, dtype: object",61.464,0
RGI60-08.03033,1631.0494384765625,1885.7139,1394.7717,0.024,"0    40.5
Name: Slope, dtype: object",61.457,0
RGI60-08.03034,1867.4913330078125,2272.1099,1400.503,0.292,"0    32.2
Name: Slope, dtype: object",61.459,0
RGI60-08.03035,1815.68994140625,2022.0531,1579.9855,0.294,"0    30.5
Name: Slope, dtype: object",61.429,0
RGI60-08.03036,1785.108154296875,1979.3856,1459.1053,0.208,"0    21.4
Name: Slope, dtype: object",61.466,0
RGI60-08.03037,1841.76416015625,2068.0063,1587.6123,0.115,"0    33.6
Name: Slope, dtype: object",61.45,0
RGI60-08.03038,1592.3818359375,2067.3418,1193.7872,0.756,"0    26.7
Name: Slope, dtype: object",61.446,0
RGI60-08.03039,1649.1927490234375,2009.5195,1235.6782,0.843,"0    21.7
Name: Slope, dtype: object",61.449,0
RGI60-08.03040,1675.380859375,2052.5493,1361.4153,0.187,"0    30.4
Name: Slope, dtype: object",61.463,0
RGI60-08.03041,1842.4559326171875,2043.4576,1626.8931,0.115,"0    27.2
Name: Slope, dtype: object",61.441,0
RGI60-08.03042,1718.3153076171875,2021.649,1502.8591,0.983,"0    21.1
Name: Slope, dtype: object",61.438,0
RGI60-08.03043,1570.4071044921875,1959.9547,1003.068,2.63,"0    17.1
Name: Slope, dtype: object",61.435,0
RGI60-08.03044,1630.64599609375,1934.642,1316.9159,0.154,"0    34.3
Name: Slope, dtype: object",61.369,0
RGI60-08.03045,1580.193359375,1980.4984,1188.4346,1.177,"0    15.8
Name: Slope, dtype: object",61.389,0
RGI60-08.03046,1694.4932861328125,1974.198,1305.6359,0.553,"0    25
Name: Slope, dtype: object",61.399,0
RGI60-08.03047,1774.8800048828125,2017.9315,1430.5514,0.304,"0    26.1
Name: Slope, dtype: object",61.442,0
RGI60-08.03048,1831.2591552734375,1929.4141,1666.5404,0.127,"0    12.1
Name: Slope, dtype: object",61.393,0
RGI60-08.03049,1709.8465576171875,2077.1587,1312.0691,2.939,"0    11.2
Name: Slope, dtype: object",61.427,0
RGI60-08.03050,1624.22021484375,1804.8531,1461.0992,0.114,"0    26.1
Name: Slope, dtype: object",61.368,0
RGI60-08.03051,1617.9295654296875,1818.4402,1363.1506,0.747,"0    11
Name: Slope, dtype: object",61.35,0
RGI60-08.03052,1584.68603515625,1779.9102,1474.918,0.084,"0    14.8
Name: Slope, dtype: object",61.387,0
RGI60-08.03053,1665.344970703125,1818.3367,1544.8309,0.179,"0    16.8
Name: Slope, dtype: object",61.355,0
RGI60-08.03054,1708.995849609375,1997.2848,1304.3916,1.19,"0    18.2
Name: Slope, dtype: object",61.439,0
RGI60-08.03055,1729.294921875,2018.4623,1417.4117,1.143,"0    21.3
Name: Slope, dtype: object",61.447,0
RGI60-08.03056,1581.3548583984375,1914.4243,1176.6522,1.265,"0    11.2
Name: Slope, dtype: object",61.36,0
RGI60-08.03057,1765.05908203125,1956.4469,1479.4973,0.353,"0    22.7
Name: Slope, dtype: object",61.392,0
RGI60-08.03058,1672.5284423828125,2015.9784,1332.7418,3.206,"0    11.4
Name: Slope, dtype: object",61.433,0
RGI60-08.03059,1699.72412109375,1956.4631,1318.0314,0.659,"0    20.9
Name: Slope, dtype: object",61.399,0
RGI60-08.03060,1756.85546875,1980.0464,1475.1418,0.863,"0    14.5
Name: Slope, dtype: object",61.391,0
RGI60-08.03061,1698.3636474609375,1800.6875,1372.3428,0.065,"0    16.2
Name: Slope, dtype: object",61.204,0
RGI60-08.03062,1684.4874267578125,1785.8104,1537.1859,0.24,"0    11.5
Name: Slope, dtype: object",61.21,0
RGI60-08.03063,1654.98779296875,1795.7396,1391.3613,0.357,"0    16.3
Name: Slope, dtype: object",61.212,0
RGI60-08.03064,1630.8226318359375,1803.2394,1334.367,0.643,"0    6.4
Name: Slope, dtype: object",61.2,0
RGI60-08.03065,1601.8759765625,1804.0844,1220.4867,0.392,"0    26.2
Name: Slope, dtype: object",61.211,0
RGI60-08.03066,929.4612426757812,1081.1726,705.8115,0.192,"0    18
Name: Slope, dtype: object",65.936,0
RGI60-08.03067,1138.094970703125,1298.9209,963.8133,0.126,"0    25.3
Name: Slope, dtype: object",65.972,0
RGI60-08.03068,1096.751220703125,1294.6326,868.8702,0.122,"0    37.6
Name: Slope, dtype: object",65.988,0
RGI60-08.03069,1007.5786743164062,1109.4875,837.85675,0.082,"0    18.4
Name: Slope, dtype: object",65.944,0
RGI60-08.03070,1078.7076416015625,1243.0059,862.20526,0.192,"0    16
Name: Slope, dtype: object",65.957,0
RGI60-08.03071,1049.4110107421875,1205.1621,856.4909,0.074,"0    33.1
Name: Slope, dtype: object",65.978,0
RGI60-08.03072,1048.1378173828125,1250.7109,885.6272,0.065,"0    38.5
Name: Slope, dtype: object",65.992,0
RGI60-08.03073,1022.0517578125,1107.7882,901.3486,0.135,"0    18.4
Name: Slope, dtype: object",65.961,0
RGI60-08.03074,976.2989501953125,1234.3451,793.3943,0.568,"0    11.2
Name: Slope, dtype: object",65.953,0
RGI60-08.03075,1031.445556640625,1218.567,734.5951,0.098,"0    24.4
Name: Slope, dtype: object",68.823,0
RGI60-08.03076,994.4156494140625,1163.799,902.5167,0.08,"0    18.7
Name: Slope, dtype: object",68.623,0
RGI60-08.03077,977.158935546875,1264.3566,714.05597,0.287,"0    19.5
Name: Slope, dtype: object",68.64,0
RGI60-08.03078,1016.7191772460938,1177.6632,848.9538,0.089,"0    30.3
Name: Slope, dtype: object",68.653,0
RGI60-08.03079,960.6047973632812,1064.859,824.5338,0.057,"0    25.4
Name: Slope, dtype: object",69.096,0
RGI60-08.03080,912.260498046875,1204.7122,661.8941,0.06,"0    34.6
Name: Slope, dtype: object",68.934,0
RGI60-08.03081,1205.85107421875,1352.693,1023.57556,0.066,"0    19.7
Name: Slope, dtype: object",68.694,0
RGI60-08.03082,972.1065673828125,1117.0637,706.1586,0.133,"0    19.9
Name: Slope, dtype: object",68.984,0
RGI60-08.03083,1038.7740478515625,1176.5103,847.66077,0.096,"0    22
Name: Slope, dtype: object",68.821,0
RGI60-08.03084,995.4000854492188,1223.3861,554.0533,0.564,"0    20.2
Name: Slope, dtype: object",68.868,0
RGI60-08.03085,932.8990478515625,1179.7255,650.26794,0.139,"0    28
Name: Slope, dtype: object",68.84,0
RGI60-08.03086,961.770263671875,1264.5925,659.343,0.411,"0    27.2
Name: Slope, dtype: object",68.633,0
RGI60-08.03087,1070.1029052734375,1217.6703,871.16864,0.236,"0    26.1
Name: Slope, dtype: object",68.829,0
RGI60-08.03088,1083.841796875,1392.9476,786.1897,1.689,"0    11.3
Name: Slope, dtype: object",68.556,0
RGI60-08.03089,1134.7291259765625,1373.2042,604.2204,0.872,"0    19.9
Name: Slope, dtype: object",68.61,0
RGI60-08.03090,1324.4736328125,1454.5679,1184.0006,0.093,"0    18.3
Name: Slope, dtype: object",68.572,0
RGI60-08.03091,1508.9652014652015,1609.0,1238.0,0.051,"0    21.5
Name: Slope, dtype: object",59.86,0
RGI60-08.03092,1605.07078313253,1685.0,1459.0,0.345,"0    8.699999999999999
Name: Slope, dtype: object",59.89,0
RGI60-08.03093,1484.8359858532272,1534.0,1459.0,0.075,"0    6.1
Name: Slope, dtype: object",59.833,0
RGI60-08.03094,1607.6953955135773,1676.0,1378.0,0.567,"0    6.3
Name: Slope, dtype: object",59.946,0
RGI60-08.03095,1401.6176176176177,1513.0,1263.0,0.07,"0    21.9
Name: Slope, dtype: object",59.827,0
RGI60-08.03096,1547.5194117647059,1613.0,1474.0,0.053,"0    11.3
Name: Slope, dtype: object",59.868,0
RGI60-08.03097,1479.5435791015625,1546.1427,1416.8165,0.14,"0    15
Name: Slope, dtype: object",60.022,0
RGI60-08.03098,1452.3760233918129,1596.0,1368.0,0.056,"0    21.3
Name: Slope, dtype: object",59.917,0
RGI60-08.03099,1536.477453580902,1646.0,1234.0,0.145,"0    14.8
Name: Slope, dtype: object",59.87,0
RGI60-08.03100,1561.7001883239172,1628.0,1524.0,0.064,"0    10.6
Name: Slope, dtype: object",59.93,0
RGI60-08.03101,1486.020751953125,1557.8352,1384.6196,0.088,"0    21.4
Name: Slope, dtype: object",60.023,0
RGI60-08.03102,1550.956888888889,1656.0,1455.0,0.084,"0    16.8
Name: Slope, dtype: object",59.927,0
RGI60-08.03103,1466.1512451171875,1539.3988,1379.7816,0.127,"0    12
Name: Slope, dtype: object",60.0,0
RGI60-08.03104,1579.8330796549974,1642.0,1327.0,0.471,"0    6.2
Name: Slope, dtype: object",59.909,0
RGI60-08.03105,1579.0273795686426,1654.0,1479.0,1.15,"0    7.7
Name: Slope, dtype: object",59.895,0
RGI60-08.03106,1600.7801870748299,1659.0,1482.0,0.055,"0    7.9
Name: Slope, dtype: object",59.909,0
RGI60-08.03107,1404.5704154002026,1459.0,1292.0,0.062,"0    15.9
Name: Slope, dtype: object",59.941,0
RGI60-08.03108,1469.0609130859375,1556.2404,1379.733,0.161,"0    12.4
Name: Slope, dtype: object",60.008,0
RGI60-08.03109,1524.2186279296875,1629.0513,1458.2701,0.288,"0    13.8
Name: Slope, dtype: object",59.999,0
RGI60-08.03110,1605.9404929577465,1676.0,1477.0,0.305,"0    8.1
Name: Slope, dtype: object",59.943,0
RGI60-08.03111,1506.8109848484848,1556.0,1463.0,0.068,"0    15.1
Name: Slope, dtype: object",59.913,0
RGI60-08.03112,1529.3706203792992,1586.0,1459.0,0.089,"0    18.8
Name: Slope, dtype: object",59.922,0
RGI60-08.03113,1624.938328912467,1677.0,1526.0,0.17,"0    12.9
Name: Slope, dtype: object",59.94,0
RGI60-08.03114,1592.8738839285713,1663.0,1303.0,0.076,"0    20.1
Name: Slope, dtype: object",59.904,0
RGI60-08.03115,1637.3833475419153,1685.0,1544.0,0.202,"0    7.2
Name: Slope, dtype: object",59.884,0
RGI60-08.03116,1536.0618597320724,1638.0,1358.0,0.119,"0    22.8
Name: Slope, dtype: object",59.882,0
